Customer ID,frequency,recency_x,T,monetary_value,CLV_BGNBD,Units Sold,Children,Income_Avg,Revenue,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost,recency_y,Segment,expected_orders_90D,expected_aov,expected_revenue_90D
1614,6.0,188.0,318.0,15.848333333333334,17.115368444803426,30,3,60000.0,117.71000000000001,17.119751,16.924118418589682,17.34809622854772,188.0,2,1.087675150247192,16.05065424509,17.457897767593998
1615,0.0,0.0,266.0,0.0,,4,4,40000.0,8.18,0.787458,0.7657353488273712,0.5528571262784601,0.0,0,0.15667074957986432,24.510042505126265,3.8400067315124673
1616,1.0,10.0,360.0,4.14,0.776033269147671,8,3,40000.0,9.1,0.76415545,0.736443159699875,0.9139384091363629,10.0,0,0.11820783905115896,6.696281551666582,0.7915529719006483
1617,1.0,99.0,456.0,11.55,1.6870848757677122,8,4,140000.0,16.77,1.6582583,1.7088778029606895,1.5046904972729243,99.0,0,0.13060040256267802,13.176384311978325,1.7208410954649245
1620,0.0,0.0,161.0,0.0,,4,0,80000.0,7.95,1.4136244,1.6824657285894464,1.633216343987323,0.0,0,0.2089891929355208,24.510042505126265,5.122334001961648
1622,3.0,534.0,558.0,11.146666666666667,5.206836715385611,16,1,80000.0,45.03,5.0671043,5.085342226671493,5.174752736334465,534.0,1,0.45175167363937097,11.756703040257461,5.311110274917389
1624,2.0,344.0,601.0,5.205,1.6899406170464988,9,4,40000.0,33.93,1.7286692,1.7098251421480972,1.6770757465016093,344.0,0,0.26530302501298964,6.497409858109535,1.7237824901056793
1625,0.0,0.0,70.0,0.0,,3,0,,5.09,,,,0.0,0,0.2943915037511381,24.510042505126265,7.215548270088433
1626,3.0,345.0,362.0,8.33,5.557867918221709,15,0,140000.0,27.91,5.5649457,5.350086894231441,5.4683912335790215,345.0,1,0.625133163038893,9.068616841559244,5.669093130551706
1628,0.0,0.0,645.0,0.0,,4,5,100000.0,2.27,0.047246605,0.1773328061613633,0.1738820628649247,0.0,0,0.08237390567423496,24.510042505126265,2.0189879293887603
1631,0.0,0.0,608.0,0.0,,4,3,40000.0,8.46,0.152217,0.1597690279637137,0.1861938774020686,0.0,0,0.08637020004919957,24.510042505126265,2.11693727438214
1633,4.0,631.0,687.0,16.595,8.060816009720515,21,4,20000.0,77.22,8.085471,8.134482932188313,8.058119723924989,631.0,1,0.48741749718535027,16.869118870462213,8.222303699562854
1634,3.0,642.0,729.0,14.32,5.196644014946645,16,1,20000.0,51.54,5.1895375,5.076226707074826,5.077994970532885,642.0,1,0.3585180584388259,14.785174118554151,5.300751918664013
1636,7.0,192.0,256.0,8.68142857142857,14.21202581557084,30,2,40000.0,69.0,14.20733,14.130483236274475,14.113659259209818,192.0,2,1.6108144140368585,8.999397643742906,14.496359442190414
1638,0.0,0.0,457.0,0.0,,3,1,,8.85,,,,0.0,0,0.10769815053712864,24.510042505126265,2.63968624738851
1639,0.0,0.0,94.0,0.0,,1,4,40000.0,8.49,2.7187462,2.3361774094587258,2.233747169452106,0.0,0,0.26571711375333995,24.510042505126265,6.512737752433833
1641,4.0,310.0,315.0,13.08,11.729863927988085,15,2,,66.94,,,,310.0,1,0.887853005105184,13.4758526235091,11.964576248137131
1642,0.0,0.0,415.0,0.0,,3,4,40000.0,10.3,0.51879334,0.30915492897585956,0.48947757159245775,0.0,0,0.11564357702460484,24.510042505126265,2.834428988317908
1643,2.0,287.0,429.0,6.195,2.6636349463081097,13,1,80000.0,32.45,2.627194,2.844610156280364,2.9377636229632196,287.0,0,0.3661093058991226,7.421132575415716,2.716945696170816
1646,2.0,52.0,110.0,7.16,6.728256818953847,9,2,80000.0,39.75,6.734737,7.104754013797408,6.980673198835614,52.0,1,0.8246747753751116,8.321528961476792,6.862555027083359
1647,0.0,0.0,401.0,0.0,,4,1,120000.0,4.86,0.4504454,0.3016808759577839,0.44896917964338634,0.0,0,0.11855951364079308,24.510042505126265,2.9058987187229355
1648,2.0,28.0,675.0,16.375,0.7831554532216363,14,3,60000.0,42.21,0.7789429,0.8379982700618407,0.7492377335140015,28.0,0,0.04721391373491405,16.91961465842271,0.7988412269107571
1650,0.0,0.0,453.0,0.0,,2,2,20000.0,8.25,0.3257448,0.30977634886355243,0.416499424574142,0.0,0,0.10840745363341317,24.510042505126265,2.6570712964274614
1654,0.0,0.0,85.0,0.0,,5,1,20000.0,11.62,2.7418823,2.519172255777988,2.4837450327156607,0.0,0,0.2757867621292345,24.510042505126265,6.759545262138683
1655,0.0,0.0,643.0,0.0,,4,2,40000.0,23.04,-0.023039235,0.18375230968980816,0.19916350612417588,0.0,0,0.08258043646465664,24.510042505126265,2.024050007840613
1656,0.0,0.0,389.0,0.0,,4,4,20000.0,13.32,0.5037549,0.36053288089062724,0.44596922458410937,0.0,0,0.12117868533013129,24.510042505126265,2.9700947281568384
1658,0.0,0.0,186.0,0.0,,2,3,40000.0,8.22,1.2309283,1.4322570664862717,1.2123847049391445,0.0,0,0.19358692487928963,24.510042505126265,4.744823757228074
1659,3.0,183.0,530.0,10.229999999999999,3.1491824611173067,14,1,40000.0,37.41,3.1400862,3.3887237852511163,3.3098545883517745,183.0,0,0.2951919507089955,10.881882088018395,3.212244000947427
1660,3.0,122.0,311.0,9.163333333333332,5.281812265549999,16,4,20000.0,42.269999999999996,5.2127786,5.266121777902043,5.133422990381005,122.0,1,0.5461814814439101,9.863908616322028,5.387484220890115
1662,0.0,0.0,273.0,0.0,,5,1,20000.0,13.49,0.56553936,0.7118339142075645,0.6030859648755484,0.0,0,0.15410086951959562,24.510042505126265,3.777018862002205
1663,1.0,16.0,113.0,15.79,6.718502961884374,8,2,40000.0,30.18,6.7466,6.48723798572906,7.009303243258773,16.0,1,0.4058509850108192,16.884297362413115,6.852508715750939
1665,2.0,533.0,606.0,8.620000000000001,2.8145963063171817,10,4,80000.0,21.78,2.77992,2.69684186792422,2.7303497205654392,533.0,0,0.29647086945838363,9.68378670619096,2.8709606644339707
1666,0.0,0.0,371.0,0.0,,4,3,20000.0,8.32,0.48057148,0.3766819841077303,0.5463010799740582,0.0,0,0.125332204851079,24.510042505126265,3.0718976681611383
1669,1.0,324.0,444.0,23.14,4.612293348472383,11,5,40000.0,39.78,4.6041036,4.734224902131676,4.702547080593827,324.0,1,0.20180971920024632,23.311929655030028,4.704573977697505
1674,0.0,0.0,134.0,0.0,,4,0,20000.0,14.12,1.6883402,1.7672477775734143,1.7438121813334773,0.0,0,0.22864838077945207,24.510042505126265,5.6041815316326655
1675,0.0,0.0,559.0,0.0,,4,2,140000.0,6.08,0.1393605,0.14889059067481475,0.22085252742738426,0.0,0,0.0923009127715421,24.510042505126265,2.2622992952924488
1676,6.0,271.0,524.0,9.958333333333334,5.99343264268258,29,3,40000.0,76.05,6.02575,6.228282959265047,6.388018644610305,271.0,1,0.5936426960921389,10.29823334716,6.1134710091940345
1681,3.0,610.0,719.0,19.606666666666666,6.998187363260312,22,5,80000.0,88.45,7.8304667,8.008867846641877,7.664474720447558,610.0,1,0.3599698678543388,19.830505137649265,7.1383843138843925
1682,3.0,515.0,667.0,23.373333333333335,8.60714483303613,18,0,20000.0,81.78,8.737422,8.563599608996205,8.344462773621016,515.0,1,0.3747907577149116,23.42522395957706,8.779557437451388
1683,0.0,0.0,471.0,0.0,,2,3,60000.0,16.7,0.31611082,0.28998547449263523,0.31697737992976815,0.0,0,0.10528712720345981,24.510042505126265,2.580591962999436
1684,1.0,478.0,499.0,3.76,1.2340649705387525,7,3,60000.0,24.060000000000002,1.228305,1.3869466676174957,1.2286413328702244,478.0,0,0.19779501413067566,6.363968589599312,1.258761257106972
1686,0.0,0.0,276.0,0.0,,4,0,,14.36,,,,0.0,0,0.15302517583163286,24.510042505126265,3.7506535639877416
1690,3.0,269.0,332.0,7.62,5.334276555558372,14,2,,28.6,,,,269.0,1,0.6484319485931621,8.391028249461352,5.441010798498494
1692,1.0,487.0,605.0,2.16,0.7900370186672799,10,3,60000.0,8.879999999999999,0.7894547,0.7914394431757991,0.899192007313963,487.0,0,0.16231471420135657,4.964756117737128,0.8058529703299385
1693,10.0,277.0,323.0,14.081,27.569350319594708,47,3,40000.0,148.75,29.087683,27.541756338507334,27.365351681467807,277.0,2,1.9763923086847421,14.228539957201283,28.121176935226146
1696,5.0,542.0,636.0,5.816,3.878451343382819,15,3,140000.0,33.84,4.2048497,3.931957267014092,3.8766376333902857,542.0,0,0.6242390327109534,6.33755187953186,3.9561472550344527
1701,0.0,0.0,192.0,0.0,,2,0,20000.0,3.15,0.86854523,1.411739280999541,1.0374990092702605,0.0,0,0.19022334637271027,24.510042505126265,4.662382305062485
1702,0.0,0.0,160.0,0.0,,4,2,60000.0,10.21,1.4142938,1.7202694941230692,1.6377186116394826,0.0,0,0.20965661417548534,24.510042505126265,5.1386925249220035
1706,3.0,168.0,509.0,13.746666666666664,4.152803296374929,19,3,60000.0,45.959999999999994,4.153337,4.274467325040957,4.291873613399338,168.0,1,0.2975103913040196,14.238013377517351,4.235956931337053
1718,3.0,604.0,663.0,20.043333333333333,7.744709473605729,18,4,40000.0,67.8,6.876923,7.103565999224043,7.367881461274418,604.0,1,0.39016902323914976,20.247238027624967,7.8998450845290025
1719,0.0,0.0,105.0,0.0,,4,3,40000.0,5.92,2.5990899,2.27584099232651,2.1666709533812067,0.0,0,0.25437039900107217,24.510042505126265,6.234629291562206
1720,16.0,567.0,613.0,13.6725,26.145745715592895,74,4,40000.0,228.99,26.13628,24.595928685473464,26.036398844201315,567.0,2,1.9369523755818763,13.768835459024892,26.66957855135424
1721,2.0,430.0,462.0,7.58,3.163731644365967,12,4,60000.0,29.86,3.1594543,3.189290010236951,3.1779683424703986,430.0,0,0.3703554874314892,8.713411326394565,3.2270596989779183
1722,1.0,26.0,291.0,3.71,1.0768599283388003,7,3,40000.0,17.59,1.1201044,1.1506779367784752,0.9198489198250739,26.0,0,0.17378850498180468,6.3202431998536195,1.0983856168239778
1726,1.0,124.0,177.0,4.05,2.422522827634316,6,1,60000.0,22.68,2.4153306,2.4221868815435603,2.445707238297618,124.0,0,0.37338314567063235,6.617575850124334,2.470891287633433
1728,0.0,0.0,447.0,0.0,,1,4,100000.0,3.08,0.3630276,0.2881258425405791,0.35763675947682305,0.0,0,0.10948912234666917,24.510042505126265,2.6835830425658314
1729,0.0,0.0,417.0,0.0,,4,1,120000.0,22.88,0.54903764,0.34480324721916505,0.48965376247382064,0.0,0,0.1152386977448,24.510042505126265,2.824505379960446
1730,0.0,0.0,652.0,0.0,,6,1,40000.0,6.52,0.102704376,0.16905410585163025,0.21280946531819467,0.0,0,0.08165911824664643,24.510042505126265,2.0014684591564356
1731,0.0,0.0,274.0,0.0,,5,5,20000.0,7.7,0.5974483,0.7172806515821477,0.57688381372063,0.0,0,0.1537406248802351,24.510042505126265,3.7681892505792347
1736,0.0,0.0,588.0,0.0,,3,0,80000.0,23.73,0.052859753,0.17096474149018653,0.22192739086396074,0.0,0,0.08869628863620473,24.510042505126265,2.1739498045203254
1737,0.0,0.0,246.0,0.0,,3,5,40000.0,4.86,0.9716453,0.9878860652530493,0.8280072078734317,0.0,0,0.16451041912116818,24.510042505126265,4.032157365195968
1738,1.0,203.0,380.0,11.62,2.701032546030319,10,4,20000.0,42.36,2.6917562,2.4269176673769173,2.663530306261902,203.0,0,0.20812353761536415,13.237599857622296,2.755056111904993
1740,0.0,0.0,43.0,0.0,,1,1,60000.0,5.01,4.63934,3.1699375073915523,3.0488998427682645,0.0,0,0.3351378164852305,24.510042505126265,8.214242127128205
1741,0.0,0.0,706.0,0.0,,3,4,80000.0,4.75,0.0965915,0.14566937462158766,0.17415226356449498,0.0,0,0.07653608247611607,24.510042505126265,1.8759026346654544
1742,0.0,0.0,97.0,0.0,,2,2,40000.0,4.93,2.705085,2.3370934918717845,2.2560566290203363,0.0,0,0.2625228472567665,24.510042505126265,6.434446144830117
1743,2.0,255.0,670.0,19.1,3.7678158380633873,12,3,60000.0,40.18,3.7303221,3.502719683054603,3.544609889603007,255.0,0,0.19747425233869836,19.462184764139224,3.8432803851759996
1744,7.0,402.0,544.0,12.665714285714285,11.493828110142676,31,3,40000.0,100.08,11.507197,11.6446706428125,11.466801549418491,402.0,1,0.9085842090538814,12.903646051053206,11.724049041207417
1745,5.0,281.0,349.0,10.462,10.410385993698991,29,3,20000.0,65.0,10.373475,10.966390934183412,10.824181651775447,281.0,1,0.9783320555717087,10.853931438600448,10.618749055360368
1747,0.0,0.0,368.0,0.0,,4,1,40000.0,14.35,0.7087829,0.3657101706570829,0.6227876234686827,0.0,0,0.12605234237503457,24.510042505126265,3.089548269482826
1748,2.0,434.0,713.0,13.940000000000001,3.3643513654688175,11,1,20000.0,54.38,3.080608,3.5914574328553974,3.4349578454754,434.0,0,0.23428643411966218,14.647629995149428,3.431740999867764
1750,1.0,470.0,644.0,6.24,1.2524383505768153,8,3,80000.0,11.34,1.2400241,1.1737195845664903,1.137928785994724,470.0,0,0.14971893680417347,8.532747920985699,1.2775139467480006
1753,7.0,305.0,345.0,10.438571428571427,14.332414454219135,30,3,20000.0,82.32,14.34245,14.532625820188786,14.14916021525729,305.0,2,1.363582507642083,10.72124258493748,14.619298849008137
1754,2.0,268.0,334.0,14.35,6.746037283976608,12,5,80000.0,49.120000000000005,6.728234,6.650985452630138,6.896973751149915,268.0,1,0.4578116100372551,15.030181827569159,6.880991741632131
1755,0.0,0.0,225.0,0.0,,4,1,120000.0,22.72,1.101596,1.097212409509321,0.8629014178240482,0.0,0,0.17363572742427785,24.510042505126265,4.2558190595775685
1758,3.0,620.0,703.0,13.266666666666667,4.99325747423099,15,4,40000.0,42.260000000000005,4.971294,4.766981362386117,4.988882472139628,620.0,1,0.36961637798290187,13.77992531525399,5.093286083899077
1759,0.0,0.0,209.0,0.0,,4,0,20000.0,6.34,0.82008696,1.0532323397103198,0.961571677857731,0.0,0,0.18129989362377114,24.510042505126265,4.443668098893501
1763,2.0,154.0,291.0,25.814999999999998,11.656471933568287,12,4,60000.0,70.59,11.688795,11.904735654162582,11.77265928374708,154.0,1,0.462133254472417,25.72763733657458,11.889596772237278
1765,0.0,0.0,91.0,0.0,,4,2,120000.0,21.47,2.7741783,2.2004162027123377,2.256460392550637,0.0,0,0.26899050235431304,24.510042505126265,6.59296864617948
1767,0.0,0.0,230.0,0.0,,2,1,80000.0,8.22,0.992396,1.0394438114108597,0.8842662006135598,0.0,0,0.17137217055785858,24.510042505126265,4.200339184568862
1769,3.0,241.0,316.0,12.469999999999999,8.474523814085547,16,4,40000.0,39.68,8.516176,8.123419520199676,8.079753147905203,241.0,1,0.66392661882513,13.019626378580764,8.644076519897599
1770,7.0,275.0,339.0,17.617142857142856,23.59605774397729,36,5,40000.0,125.41,23.600798,23.0042203786564,22.891562162052264,275.0,2,1.355535264813815,17.755609112988484,24.068354300905433
1771,0.0,0.0,361.0,0.0,,3,4,120000.0,4.05,0.7144877,0.36041678778039105,0.5396477482766358,0.0,0,0.12776533487875996,24.510042505126265,3.131533788560098
1773,5.0,634.0,646.0,15.828,9.950486820400045,22,2,40000.0,84.18,9.922289,9.653022134772002,9.646918943904438,634.0,1,0.6315920934343863,16.07022345624187,10.14982607468618
1774,0.0,0.0,665.0,0.0,,2,1,100000.0,11.6,0.046602517,0.16342879496347618,0.2009627908661109,0.0,0,0.08036406693463431,24.510042505126265,1.9697266964526992
1777,0.0,0.0,60.0,0.0,,3,3,20000.0,9.6,3.3773644,3.2821383173359706,2.985153629268768,0.0,0,0.30826494274662536,24.510042505126265,7.555586849560102
1780,2.0,434.0,624.0,11.92,3.426840871027492,13,3,60000.0,45.6,3.329947,3.323318116948183,3.5720879096820783,434.0,0,0.273878131863724,12.762862430544896,3.495468919711344
1781,0.0,0.0,192.0,0.0,,5,0,40000.0,33.84,1.1728572,1.4962719268164024,1.2855435965022899,0.0,0,0.19022334637271027,24.510042505126265,4.662382305062485
1782,2.0,33.0,55.0,15.21,16.978902597576838,14,0,60000.0,36.61,15.3423,15.189507189699272,16.54732634969109,33.0,2,1.0937815137142715,15.832607622400792,17.31741353127365
1783,1.0,332.0,630.0,9.7,1.541581040089543,4,1,40000.0,25.369999999999997,1.4089289,1.502881101420597,1.5035752982970578,332.0,0,0.13604173666995645,11.558544891387672,1.572444520402032
1785,5.0,157.0,362.0,11.322,7.701905073776574,19,5,80000.0,77.50999999999999,7.709377,7.455071068703133,7.52883732813188,157.0,1,0.6720367025311242,11.689937986340219,7.856067377133411
1787,12.0,272.0,331.0,11.025833333333333,24.864875569165637,55,2,20000.0,138.57999999999998,23.920483,24.04613028275519,23.96304170755657,272.0,2,2.267519308404145,11.18517694461861,25.362604689839575
1788,3.0,147.0,240.0,9.946666666666667,7.967557530594377,18,5,40000.0,44.0,7.9527636,8.067359646839462,8.11227023823567,147.0,1,0.7658576325976211,10.61148288459905,8.126885160349204
1791,2.0,128.0,513.0,17.2,3.524789907093151,13,1,120000.0,48.62,3.597815,3.527557184532472,3.6860225122806183,128.0,0,0.20324946297427407,17.689383589511195,3.595357714914087
1792,2.0,164.0,279.0,9.57,5.057253072168237,14,4,20000.0,38.8,5.0380855,5.2591814765771225,5.041134534208052,164.0,1,0.4880128900154541,10.57018729350497,5.158387649107992
1793,0.0,0.0,576.0,0.0,,3,0,60000.0,21.28,0.042807788,0.16172552190492132,0.23864371574398113,0.0,0,0.09015312057223925,24.510042505126265,2.209656817195357
1794,2.0,379.0,663.0,17.14,4.212764323682393,12,4,80000.0,39.489999999999995,4.2166467,4.07224170281983,4.023600986839915,379.0,1,0.24369317537876414,17.633400394522944,4.297139334866449
1795,1.0,177.0,375.0,14.95,3.20864878527826,10,4,60000.0,50.08,3.2405849,3.2347463106719654,3.319229628112403,177.0,0,0.20265523320860906,16.149710814685466,3.272823411401679
1796,0.0,0.0,217.0,0.0,,2,2,40000.0,2.37,1.0215601,1.0665511213373624,0.867898430390575,0.0,0,0.1773848342286961,24.510042505126265,4.347709826710118
1798,5.0,437.0,492.0,11.142,8.717225056747179,25,0,20000.0,76.41,8.696053,8.498751925028284,8.765873770648685,437.0,1,0.7721948904415087,11.514959871697013,8.891793176563443
1799,1.0,79.0,331.0,14.82,2.9097988138930515,9,5,80000.0,33.870000000000005,2.9691255,3.40195190947661,3.1822923904234997,79.0,0,0.185082059326424,16.036024801346667,2.9679804936428504
1802,2.0,173.0,532.0,11.92,2.8448025942046713,12,1,60000.0,28.95,3.2397418,2.760144705068889,2.8860330542732275,173.0,0,0.2273596675866691,12.762862430544896,2.901760159663075
1805,2.0,258.0,324.0,12.57,6.1216488483651625,16,1,40000.0,64.38,6.189728,6.513984766238806,6.778400482105826,258.0,1,0.4670463865449359,13.369347042917642,6.244105226859909
1807,0.0,0.0,452.0,0.0,,5,1,20000.0,2.28,0.33144256,0.30683253995723864,0.39988622525108486,0.0,0,0.1085862433793727,24.510042505126265,2.6614534407004102
1808,0.0,0.0,689.0,0.0,,4,4,20000.0,13.62,0.117394514,0.16592079064210527,0.2067594205295613,0.0,0,0.0780781189059655,24.510042505126265,1.913698013105517
1810,0.0,0.0,580.0,0.0,,2,0,60000.0,0.9,0.15734366,0.16718486694084683,0.23301328423711265,0.0,0,0.0896622170607326,24.510042505126265,2.1976247512624134
1811,1.0,68.0,221.0,14.0,4.153326810305841,10,4,40000.0,36.54,4.8825636,4.461758892282141,4.492195383154092,68.0,1,0.2765399728940354,15.318928409517294,4.236296047133582
1812,6.0,296.0,322.0,15.69,19.46999506237382,26,5,40000.0,98.63,16.00385,17.129656155808505,17.548674648910236,296.0,2,1.2493477263287067,15.896019274715535,19.85965553854315
1813,2.0,147.0,562.0,13.085,2.5561180079561705,17,4,40000.0,33.84,2.5487118,2.528420173136167,2.6868585313576494,147.0,0,0.1882544924108888,13.849869466566817,2.607300146385603
1814,0.0,0.0,66.0,0.0,,3,2,40000.0,3.76,2.8336453,2.447622245721759,2.8897118316924724,0.0,0,0.2997873016467266,24.510042505126265,7.3477995058583785
1815,0.0,0.0,224.0,0.0,,6,5,40000.0,3.42,0.99352795,1.0765600712976962,0.8309941964681888,0.0,0,0.17409565271667507,24.510042505126265,4.267091848043407
1820,2.0,361.0,638.0,8.129999999999999,2.2699374982903255,13,4,80000.0,31.11,2.2506115,2.3667929263536487,2.0997529918212923,361.0,0,0.2509484038832431,9.226590613786888,2.3153981878139316
1821,0.0,0.0,653.0,0.0,,5,4,40000.0,21.28,-0.051335342,0.17008639468020958,0.1894112764088769,0.0,0,0.08155801785658552,24.510042505126265,1.998990484298758
1822,0.0,0.0,493.0,0.0,,4,2,140000.0,1.46,0.27628657,0.24902692921291714,0.20367131405696437,0.0,0,0.10170928748309833,24.510042505126265,2.492898959376847
1823,2.0,272.0,331.0,8.555,4.3647736489797655,14,2,20000.0,24.12,4.2809205,4.137944569876061,4.311994985364764,272.0,1,0.462644233419593,9.623138244953683,4.4520894164273646
1825,2.0,198.0,423.0,16.955,5.679057410633961,13,5,40000.0,57.41,5.51688,5.852731234343696,6.196151275393211,198.0,1,0.33175579747508205,17.460785543309157,5.792716832461913
1826,0.0,0.0,286.0,0.0,,2,0,40000.0,9.29,0.5986634,0.6407925628796387,0.6107739853670742,0.0,0,0.1495457434467254,24.510042505126265,3.665372528339947
1829,0.0,0.0,288.0,0.0,,4,3,60000.0,22.92,0.71162015,0.6963218797765044,0.5713661526809517,0.0,0,0.14886879716858037,24.510042505126265,3.6487805462889256
1832,0.0,0.0,404.0,0.0,,3,4,20000.0,8.56,0.4685252,0.30634187119687534,0.47209231125025397,0.0,0,0.11792234058015773,24.510042505126265,2.890281579923642
1836,3.0,300.0,329.0,5.25,3.993480339395231,13,3,40000.0,22.22,4.003916,4.119783069296246,4.116933506083927,300.0,0,0.6645847503183067,6.129218442035986,4.073385107946846
1838,0.0,0.0,584.0,0.0,,3,3,20000.0,4.69,0.21500196,0.1535683487586071,0.21823939599447328,0.0,0,0.08917663512585622,24.510042505126265,2.185723117398872
1839,0.0,0.0,554.0,0.0,,4,3,80000.0,26.64,0.16515632,0.09984241344643846,0.2722910268485137,0.0,0,0.09295224720396152,24.510042505126265,2.2782635299161007
1841,1.0,275.0,369.0,3.94,1.4916613307197264,6,1,60000.0,10.66,1.4221348,1.3606304942878293,1.5942629876120291,275.0,0,0.23330863954717795,6.5213799926838085,1.5214942940632448
1843,2.0,48.0,237.0,11.825,5.330391995744919,14,2,60000.0,53.75,5.299642,5.089137587930763,5.292365490701762,48.0,1,0.4289772905475899,12.674222371813494,5.436953572858201
1844,1.0,17.0,162.0,17.93,5.681214418579364,7,1,40000.0,38.03,5.691292,5.458798517758318,5.761876906568847,17.0,1,0.3089519100731639,18.755744043528786,5.794622947091585
1845,3.0,89.0,162.0,10.826666666666666,10.778963962627511,20,2,40000.0,70.86,10.768998,10.924039561663974,11.11227305133924,89.0,1,0.9600951610033561,11.451310998748552,10.994348277042993
1848,0.0,0.0,120.0,0.0,,3,0,60000.0,10.21,2.1873543,2.094859019183001,2.044402575796526,0.0,0,0.24037997512119516,24.510042505126265,5.891723407601687
1849,0.0,0.0,334.0,0.0,,5,0,80000.0,14.53,0.5147621,0.5956645089831282,0.5997262541425181,0.0,0,0.13483364128875247,24.510042505126265,3.304778279108271
1850,8.0,600.0,636.0,11.97875,11.709894364459391,37,1,140000.0,101.23,11.71829,11.795370453327934,11.322753479291277,600.0,1,0.9790915296788125,12.19956969811893,11.944495357154553
1852,0.0,0.0,222.0,0.0,,3,0,40000.0,1.53,1.0375671,1.0322321941046284,0.8748104483189652,0.0,0,0.17502287168474165,24.510042505126265,4.289818024362278
1853,6.0,320.0,359.0,12.193333333333333,14.100501959021699,25,4,20000.0,81.7,14.091605,14.074143225963251,13.818235369622975,320.0,2,1.1523690839110814,12.481028034235305,14.382750842080263
1856,0.0,0.0,246.0,0.0,,5,1,40000.0,19.58,0.8243085,0.9769799828425397,0.8521922352053455,0.0,0,0.16451041912116818,24.510042505126265,4.032157365195968
1861,1.0,9.0,27.0,23.1,16.17032668565338,7,4,60000.0,38.83,16.169487,15.331232094150192,15.701297690294462,9.0,2,0.708517275551231,23.276949343233472,16.492120731811795
1862,1.0,102.0,247.0,7.81,2.6262870417371214,9,3,40000.0,27.09,3.1224194,3.028107943348125,2.665111123734128,102.0,0,0.2704259263567169,9.905725159000468,2.6787649023577385
1864,0.0,0.0,248.0,0.0,,4,4,140000.0,15.29,0.93189514,0.9705550051914493,0.6786223087001382,0.0,0,0.16369123642074296,24.510042505126265,4.012079162389083
1865,2.0,94.0,659.0,12.285,1.2752481893059602,9,2,40000.0,35.74,1.8962938,1.3033878775852343,1.4112991007076632,94.0,0,0.0992709146101685,13.103426866723437,1.3007891695870901
1866,0.0,0.0,53.0,0.0,,4,1,40000.0,10.62,3.4399228,3.3659085455163646,3.018843446227521,0.0,0,0.3187867022206464,24.510042505126265,7.813475621497073
1869,1.0,647.0,676.0,19.43,3.055389152913869,8,4,60000.0,27.65,3.0471992,2.952642583280913,2.9962414031131956,647.0,0,0.15530417298755236,20.067505735899584,3.1165673822368483
1871,8.0,287.0,326.0,12.73875,20.360771596290583,40,0,40000.0,117.98,20.389172,20.245889742602966,20.691686379067093,287.0,2,1.6042031455628587,12.94617738679097,20.768298486904822
1872,1.0,428.0,628.0,2.81,0.811313794938237,7,4,20000.0,9.540000000000001,0.78784275,0.7352377961340056,0.7341407982166013,428.0,0,0.14956242593869148,5.53318618443114,0.8275567489139734
1874,3.0,368.0,472.0,9.416666666666666,4.914610967853752,16,2,60000.0,35.949999999999996,4.9089427,4.936505134833262,4.525322865289919,368.0,1,0.49605848658349416,10.105677315849917,5.013006995201657
1877,0.0,0.0,203.0,0.0,,4,0,80000.0,7.22,1.059203,1.0532368197954989,1.0040729357919904,0.0,0,0.18435185284314248,24.510042505126265,4.518471749084204
1882,1.0,206.0,352.0,10.08,2.6419706637947744,9,5,60000.0,16.62,2.550917,2.4290713999003803,2.659688690490629,206.0,0,0.22662824312190208,11.890857853454943,2.6948042245407655
1883,0.0,0.0,322.0,0.0,,3,1,80000.0,10.66,0.6227827,0.6200709246365174,0.639012202378697,0.0,0,0.13823294414694892,24.510042505126265,3.388095336650463
1887,0.0,0.0,106.0,0.0,,3,5,40000.0,11.91,2.5808203,2.2546878949439666,2.1406412496424156,0.0,0,0.25338698227134104,24.510042505126265,6.210525705716244
1890,0.0,0.0,419.0,0.0,,5,4,60000.0,23.94,0.5694982,0.3350586780829733,0.49322448185975354,0.0,0,0.11483664729286608,24.510042505126265,2.8146511062943405
1891,0.0,0.0,336.0,0.0,,6,0,20000.0,36.77,0.88553035,1.089361626965679,0.6624031895380895,0.0,0,0.13428330633754706,24.510042505126265,3.2912895460621696
1893,1.0,169.0,329.0,27.19,6.059885204206901,5,2,40000.0,42.84,6.053256,6.009624039180621,6.133354694826771,169.0,1,0.23017515950691458,26.853686224431183,6.181051510057082
1894,0.0,0.0,93.0,0.0,,5,3,20000.0,10.01,2.7119594,2.5318668853808277,2.2816459886367517,0.0,0,0.2667993073001619,24.510042505126265,6.5392623622652115
1896,1.0,370.0,483.0,4.02,1.2380589104422846,3,3,20000.0,8.149999999999999,1.2350364,1.290218887459005,1.2968783582396544,370.0,0,0.19158978920480363,6.591340616276917,1.262833559249555
1897,2.0,535.0,688.0,10.235,2.853568806042506,10,4,140000.0,33.19,2.8832238,2.896310596010836,2.9159202657303402,535.0,0,0.26010282904463855,11.19066770462478,2.910724328871377
1898,0.0,0.0,619.0,0.0,,3,1,80000.0,18.47,0.024029871,0.1659670398731474,0.1873422866997343,0.0,0,0.08514215510884894,24.510042505126265,2.086837840695941
1899,0.0,0.0,501.0,0.0,,6,3,,22.56,,,,0.0,0,0.10046786790551798,24.510042505126265,2.462471712763657
