CustomerID,num_txns,purchase_span,num_days,avg_qty,total_spent,avg_spent,online_spent,offline_spent,avg_discount,num_coupons,category_diversity,common_month,base_clv,spent_bucket,discount_bucket,predicted_clv,segment
13777,47,333,67,1.1940298507462686,6817.96,101.76059701492538,156271.53,279500.0,15.970149253731343,14,7,1,1018.4505295591176,VIP,Mid,929.1951,High Value
13784,4,109,6,1.0,280.68,46.78,11603.88,16500.0,21.666666666666668,4,3,8,118.58365267072759,Low,High,131.11855,Low Value
13798,67,254,123,2.8292682926829267,9735.58,79.15105691056911,165601.26,371200.0,16.016260162601625,16,12,5,1681.61796133613,VIP,Mid,1780.3314,High Value
13802,11,199,22,2.1818181818181817,1202.76,54.67090909090909,40917.56,72000.0,29.09090909090909,7,7,12,584.5128817317849,Low,Extreme,643.2949,Medium Value
13815,31,1,53,1.6037735849056605,8189.92,154.5267924528302,147174.19,136500.0,10.0,7,7,10,314.8875279592476,VIP,Low,1190.1744,High Value
13819,15,68,24,6.25,3004.67,125.19458333333334,68037.97,95000.0,19.166666666666668,9,6,10,989.6834567961217,Med,Mid,828.117,High Value
13838,35,1,52,3.5576923076923075,6430.07,123.6551923076923,116699.96,156000.0,20.0,8,9,2,46.530768802151634,VIP,Mid,169.96707,Low Value
13842,18,266,55,10.218181818181819,6915.38,125.73418181818182,95237.25,143500.0,26.727272727272727,12,8,3,575.03239934645,VIP,Extreme,846.16943,High Value
13854,24,242,33,4.363636363636363,2905.25,88.03787878787878,57181.05,94500.0,19.696969696969695,13,7,10,686.1244845326215,Med,Mid,875.8817,High Value
13859,16,1,28,2.5714285714285716,2369.12,84.61142857142856,35152.32,84000.0,30.0,8,10,9,142.9747743275619,Med,Extreme,145.17004,Low Value
13862,18,14,29,2.896551724137931,3409.24,117.55999999999999,43768.72,72500.0,20.689655172413794,9,8,8,93.20368849407294,High,High,240.66066,Low Value
13869,40,152,71,10.267605633802816,12112.3,170.5957746478873,176885.63999999998,181500.0,22.95774647887324,13,9,11,4742.940477446059,VIP,High,4929.565,High Value
13890,8,143,12,11.75,1470.25,122.52083333333333,14222.82,35000.0,29.166666666666668,6,5,6,12.027960840449804,Low,Extreme,268.51135,Medium Value
13911,14,1,25,5.24,3110.21,124.4084,68254.44,100000.0,30.0,6,6,12,2499.7309804917604,Med,Extreme,1774.5516,High Value
13929,2,22,3,52.333333333333336,2656.43,885.4766666666666,3670.62,9000.0,23.333333333333332,2,2,9,3.581397473139576,Med,High,399.89313,Medium Value
13939,10,6,13,1.0769230769230769,1411.28,108.56,26395.19,46000.0,30.0,5,5,12,165.7275369205169,Low,Extreme,561.0785,Medium Value
13941,9,23,12,1.4166666666666667,888.86,74.07166666666667,7254.370000000001,36000.0,10.833333333333334,7,6,1,0.3267782843068225,Low,Low,-141.06802,Low Value
13963,16,282,35,10.6,3918.72,111.96342857142857,49820.22,97000.0,19.142857142857142,10,8,7,1164.6293412185423,High,Mid,772.8142,Medium Value
13969,18,166,44,5.704545454545454,2649.99,60.22704545454545,122787.41,157000.0,10.0,6,7,4,478.8197895946408,Med,Low,238.05998,Low Value
13982,30,147,52,3.4615384615384617,4164.11,80.07903846153846,106944.98,179000.0,21.153846153846153,15,11,9,754.7650075871138,High,High,842.54,High Value
13983,18,169,50,11.22,10308.199999999999,206.164,54377.02,135000.0,30.0,8,11,9,2310.023041685556,VIP,Extreme,1742.4084,High Value
13984,4,163,9,1.2222222222222223,103.38999999999999,11.487777777777776,20194.93,22500.0,18.88888888888889,3,2,4,15.42890631487404,Low,Mid,40.358974,Low Value
13999,20,143,32,1.40625,3075.62,96.113125,69002.2,89500.0,15.3125,8,5,5,707.3616284138836,Med,Low,565.1628,Medium Value
14030,17,1,27,11.925925925925926,4227.05,156.55740740740742,47407.05,81000.0,10.0,6,7,4,0.8794120582679221,High,Low,16.032179,Low Value
14031,21,239,51,3.1372549019607843,3219.42,63.125882352941176,60305.99,75500.0,16.666666666666668,14,10,1,308.60675215557376,High,Mid,420.77542,Medium Value
14032,19,107,32,7.46875,4179.47,130.6084375,54028.45,56500.0,28.4375,9,6,6,75.8168711830339,High,Extreme,608.47076,Medium Value
14040,38,90,67,4.970149253731344,7589.99,113.28343283582089,141187.39,172500.0,20.0,7,8,11,3049.1019955320617,VIP,Mid,2925.8738,High Value
14044,45,1,55,1.309090909090909,7393.91,134.43472727272726,98530.40000000001,245000.0,30.0,8,9,12,6858.134376271571,VIP,Extreme,5816.5713,High Value
14045,4,203,5,1.6,115.21,23.041999999999998,9437.310000000001,14500.0,10.0,4,4,7,27.47796676838866,Low,Low,159.4084,Low Value
14047,4,196,15,6.466666666666667,255.82999999999998,17.055333333333333,8049.92,43000.0,11.333333333333334,5,5,1,12.66472769426544,Low,Low,90.664444,Low Value
14049,57,1,115,2.356521739130435,11129.12,96.77495652173914,187232.29,317000.0,10.0,9,10,10,3467.489202632809,VIP,Low,3146.354,High Value
14051,24,232,41,1.8780487804878048,3730.12,90.97853658536584,46400.770000000004,90500.0,15.0,17,13,4,891.6225125772845,High,Low,533.80475,Medium Value
14057,23,6,48,2.75,3129.0,65.1875,115378.75,45500.0,20.0,7,8,5,48.11667203596479,High,Mid,162.36028,Low Value
14060,25,280,40,8.65,3856.99,96.42474999999999,67209.15,130000.0,15.384615384615385,17,12,8,755.4199468537039,High,Low,819.7428,High Value
14062,33,149,44,5.2727272727272725,5324.78,121.01772727272727,47694.98,128000.0,22.045454545454547,11,6,5,813.4860269867138,High,High,812.20184,High Value
14083,44,157,95,6.989473684210527,6739.39,70.94094736842105,174019.89,118700.0,16.881720430107528,15,13,2,363.2282138196661,VIP,Mid,440.37704,Medium Value
14085,73,284,171,4.04093567251462,11871.23,69.42239766081872,344900.78,510500.0,22.294117647058822,21,13,5,2759.2212260935394,VIP,High,2665.2593,High Value
14092,26,260,61,3.180327868852459,2756.5,45.18852459016394,129190.89,175500.0,14.262295081967213,10,9,7,584.7951779340943,Med,Low,646.05524,Medium Value
14099,34,60,59,6.491525423728813,6343.43,107.51576271186441,130391.99,127500.0,16.440677966101696,9,7,7,755.407735390372,VIP,Mid,837.41895,High Value
14107,9,68,17,2.823529411764706,1039.34,61.137647058823525,31044.010000000002,50000.0,10.0,5,5,4,2.3494408086243954,Low,Low,-83.34762,Low Value
14113,7,152,7,6.142857142857143,596.9,85.27142857142857,16923.81,17500.0,15.714285714285714,6,4,7,125.29368454027795,Low,Mid,224.91739,Low Value
14133,11,31,17,2.7058823529411766,2057.96,121.0564705882353,48092.26,68500.0,20.58823529411765,6,5,11,104.92138384515536,Med,High,680.26056,Medium Value
14135,36,235,70,2.842857142857143,5033.02,71.90028571428572,131621.33,194500.0,17.571428571428573,20,12,1,550.7113285031661,High,Mid,585.9069,Medium Value
14146,31,141,70,8.271428571428572,10268.67,146.69528571428572,154921.2,192500.0,25.0,12,8,6,2513.079819394646,VIP,Extreme,2649.5667,High Value
14156,43,323,86,1.302325581395349,8394.93,97.61546511627907,87775.42,304000.0,29.186046511627907,13,10,9,2020.2040460129278,VIP,Extreme,1898.5061,High Value
14175,7,35,21,3.0476190476190474,1676.47,79.83190476190477,29820.78,63000.0,17.61904761904762,10,8,8,279.7315609211156,Med,Mid,16.057224,Low Value
14176,8,173,14,1.0714285714285714,418.29,29.877857142857145,21861.21,29000.0,29.285714285714285,8,7,3,77.12066919401376,Low,Extreme,73.679,Low Value
14180,41,327,88,18.96590909090909,20984.65,238.46193181818182,184128.03,236000.0,22.15909090909091,22,12,6,3929.1835315379653,VIP,High,3980.734,High Value
14189,26,234,47,7.595744680851064,4695.25,99.89893617021276,100581.85999999999,122500.0,13.829787234042554,11,10,7,1152.5902892539025,High,Low,967.6371,High Value
14210,17,164,37,1.4324324324324325,3259.15,88.08513513513513,86244.12000000001,54500.0,14.054054054054054,12,9,7,535.9286234812912,High,Low,652.57434,Medium Value
14215,30,248,52,4.6923076923076925,2953.35,56.795192307692304,60428.12,146500.0,20.96153846153846,9,8,8,732.5940531875186,Med,High,605.77826,Medium Value
14217,11,248,22,2.1818181818181817,842.41,38.291363636363634,55076.1,62500.0,19.09090909090909,7,4,4,156.97986541262583,Low,Mid,309.00882,Medium Value
14224,22,1,40,2.825,3749.59,93.73975,41257.159999999996,140000.0,10.0,7,8,10,18.195109920955353,High,Low,492.2751,Medium Value
14229,12,98,23,1.608695652173913,1745.92,75.9095652173913,45663.03,78000.0,20.0,7,7,8,147.33708283614783,Med,Mid,283.9541,Medium Value
14233,12,41,15,2.933333333333333,2107.21,140.48066666666668,22027.59,48000.0,22.0,7,5,12,1263.9914692670645,Med,High,961.23,High Value
14243,14,204,40,3.275,3463.85,86.59625,50576.93,82500.0,15.128205128205128,12,10,10,966.2907889965425,High,Low,872.1057,High Value
14290,12,184,25,15.8,3127.02,125.0808,55395.130000000005,77000.0,20.0,6,7,5,15.89081728748767,High,Mid,659.04095,Medium Value
14298,99,187,241,3.323651452282158,13576.33,56.33331950207469,469820.55,364500.0,16.25,21,14,5,3395.3176434560096,VIP,Mid,3081.363,High Value
14299,20,220,34,3.7941176470588234,3057.64,89.93058823529411,88335.68000000001,101000.0,12.352941176470589,12,7,7,514.5002982140145,Med,Low,665.8042,Medium Value
14307,36,262,79,4.987341772151899,7622.34,96.4853164556962,230721.5,293500.0,17.94871794871795,16,12,1,902.0744598406671,VIP,Mid,1284.5837,High Value
14309,7,181,22,1.7727272727272727,817.73,37.16954545454546,61105.72,76000.0,30.0,7,8,12,336.6510503316674,Low,Extreme,773.8406,Medium Value
14312,9,134,23,23.956521739130434,3213.7,139.72608695652173,38013.04,54500.0,16.956521739130434,8,7,7,796.5394389712238,High,Mid,601.92206,Medium Value
14320,17,46,34,1.2941176470588236,2823.66,83.04882352941176,69138.14,113500.0,16.96969696969697,11,11,8,311.86854502450194,Med,Mid,397.7357,Medium Value
14329,31,1,76,2.0789473684210527,4147.01,54.56592105263158,177593.62,228000.0,30.0,10,11,9,15.406794891161292,High,Extreme,507.79996,Medium Value
14334,17,114,42,3.2142857142857144,2980.63,70.96738095238095,59253.08,147000.0,19.26829268292683,9,8,10,852.4043363327625,Med,Mid,784.3783,Medium Value
14341,12,8,24,5.625,1586.26,66.09416666666667,56918.85999999999,82500.0,10.416666666666666,7,7,10,118.41617403618226,Med,Low,336.42975,Medium Value
14344,13,108,14,2.0714285714285716,1328.59,94.89928571428571,25684.12,35500.0,30.0,4,4,3,4.105738458360466,Low,Extreme,20.497887,Low Value
14388,10,81,23,10.869565217391305,1522.4,66.19130434782609,31044.32,69000.0,10.0,5,6,1,11.441181560512003,Low,Low,-106.24437,Low Value
14395,34,193,63,1.8412698412698412,3516.59,55.81888888888889,118808.09999999999,126900.0,15.806451612903226,10,9,8,356.7033818733807,High,Mid,592.68713,Medium Value
14401,12,172,20,1.95,1806.99,90.3495,26761.4,20000.0,27.5,10,7,6,327.5830855737362,Med,Extreme,284.02405,Medium Value
14404,23,188,46,1.3478260869565217,3359.93,73.04195652173912,58575.2,154000.0,30.0,7,8,3,325.1974411018424,High,Extreme,544.4549,Medium Value
14409,11,217,14,1.8571428571428572,2355.76,168.26857142857145,25248.45,33500.0,14.285714285714286,5,3,10,804.7014074575562,Med,Low,710.428,Medium Value
14415,45,112,117,3.282051282051282,10032.72,85.74974358974359,174473.21000000002,112500.0,22.307692307692307,14,10,5,2427.2826597446256,VIP,High,1435.7303,High Value
14419,8,1,21,2.238095238095238,1485.39,70.73285714285714,17158.46,73500.0,10.0,5,6,4,60.68233366289573,Low,Low,-170.84785,Low Value
14426,24,173,47,1.4680851063829787,3687.98,78.46765957446809,125912.5,139000.0,20.425531914893618,7,6,11,1493.5967217999778,High,High,1058.9214,High Value
14438,5,1,9,3.2222222222222223,506.88,56.32,10222.11,36000.0,30.0,4,4,12,484.7546383901571,Low,Extreme,523.76434,Medium Value
14440,15,206,31,9.03225806451613,5238.47,168.98290322580647,68549.8,102000.0,15.806451612903226,11,8,11,2240.5016688207993,High,Mid,1795.605,High Value
14441,2,167,2,1.5,20.79,10.395,3770.9,7000.0,10.0,2,2,4,8.54021818000409,Low,Low,54.97352,Low Value
14442,20,29,32,7.84375,4035.44,126.1075,74716.04,79000.0,20.625,6,5,11,662.1682310331679,High,High,959.88336,High Value
14443,16,319,42,3.7142857142857144,1867.09,44.454523809523806,90827.48,128100.0,28.5,8,8,3,621.0513950061409,Med,Extreme,486.5564,Medium Value
14449,28,1,50,8.12,6049.35,120.98700000000001,51728.060000000005,50000.0,10.0,8,9,1,82.48654677448668,High,Low,145.26086,Low Value
14462,39,161,59,1.4067796610169492,8165.93,138.405593220339,67480.5,230000.0,28.983050847457626,11,9,12,6170.650688646459,VIP,Extreme,5538.549,High Value
14466,11,332,17,1.3529411764705883,1948.49,114.61705882352942,35355.01,41500.0,18.235294117647058,8,5,1,489.2472553846029,Med,Mid,368.48282,Medium Value
14472,28,38,70,11.928571428571429,5638.43,80.549,100335.6,168000.0,14.925373134328359,11,10,7,373.4523155467676,High,Low,618.68384,Medium Value
14487,11,1,14,8.857142857142858,1397.85,99.84642857142856,20205.23,28000.0,30.0,5,5,3,39.67224365725111,Low,Extreme,-115.9046,Low Value
14491,3,1,4,15.0,532.69,133.1725,3996.3,12000.0,10.0,2,2,1,6.500298378149517,Low,Low,-37.68386,Low Value
14496,3,325,19,1.5263157894736843,681.4699999999999,35.86684210526315,24976.91,74000.0,24.736842105263158,9,8,12,307.06060448203584,Low,High,321.20615,Medium Value
14502,21,5,45,1.2666666666666666,4781.55,106.25666666666667,108299.09,135000.0,20.444444444444443,9,9,11,921.851215685702,High,High,1165.6775,High Value
14505,94,85,183,2.7923497267759565,10635.22,58.115956284153,305084.92,480000.0,17.555555555555557,18,14,5,437.251809626543,VIP,Mid,3364.073,High Value
14525,18,113,27,1.1851851851851851,2030.27,75.19518518518518,29447.53,41000.0,22.59259259259259,4,2,5,114.40791212675758,Med,High,174.01767,Low Value
14527,84,331,199,4.798994974874372,15527.65,78.028391959799,397349.64,578500.0,18.223350253807105,26,16,7,2841.4059439638286,VIP,Mid,2836.9253,High Value
14532,11,132,23,2.3043478260869565,1853.5,80.58695652173913,53492.83,57500.0,13.91304347826087,8,8,7,1068.6302377876218,Med,Low,442.276,Medium Value
14534,22,3,29,2.9310344827586206,4912.87,169.4093103448276,54554.89,100500.0,10.0,6,6,10,1665.6946656517912,High,Low,1343.1976,High Value
14541,42,29,75,14.253333333333334,12660.0,168.8,73224.5,262500.0,16.666666666666668,14,10,11,6124.401586868767,VIP,Mid,5488.3535,High Value
14543,10,176,11,2.0,2655.96,241.4509090909091,27244.35,32500.0,10.0,4,4,10,949.1383525665638,Med,Low,863.66943,High Value
14560,13,180,22,1.2727272727272727,2001.1,90.9590909090909,47404.590000000004,79000.0,27.272727272727273,10,7,6,447.8444713942544,Med,Extreme,440.76877,Medium Value
14587,57,106,118,3.73728813559322,9894.16,83.84881355932204,269221.48,325000.0,22.54237288135593,13,10,8,3226.9311455483426,VIP,High,2302.8044,High Value
14594,25,1,31,1.967741935483871,4669.8,150.63870967741937,38337.159999999996,155000.0,10.0,6,6,1,46.276155884349336,High,Low,-46.08676,Low Value
14606,289,349,575,5.438260869565218,57137.79,99.37006956521739,989128.89,1606500.0,21.210526315789473,36,19,12,9032.301310796596,VIP,High,8905.857,High Value
14618,3,111,6,6.666666666666667,524.63,87.43833333333333,8477.960000000001,15000.0,10.0,4,4,7,109.2976655192532,Low,Low,176.66605,Low Value
14625,12,109,36,3.3055555555555554,1755.02,48.75055555555556,81228.26,86400.0,19.444444444444443,6,6,5,200.32880884501478,Med,Mid,214.63193,Low Value
14639,22,35,42,1.2619047619047619,2934.31,69.8645238095238,111703.07999999999,106000.0,20.24390243902439,8,8,5,145.35703817942726,Med,High,201.0208,Low Value
14643,10,20,18,3.8333333333333335,1129.89,62.771666666666675,36026.25,60000.0,26.666666666666668,7,5,6,4.1941585693004155,Low,Extreme,-69.661606,Low Value
14646,114,89,290,2.693103448275862,21193.18,73.07993103448275,493294.45,810500.0,15.923344947735192,31,17,10,2368.98915060426,VIP,Mid,5568.141,High Value
14667,71,183,168,9.363095238095237,26501.03,157.74422619047618,278569.15,521500.0,16.666666666666668,18,13,4,3187.29512227136,VIP,Mid,3210.222,High Value
14669,43,1,110,1.3272727272727274,5825.9,52.96272727272727,227014.72,385000.0,20.0,12,13,8,523.3229274920604,High,Mid,554.0345,Medium Value
14680,38,262,89,6.48314606741573,7088.59,79.64707865168539,124147.54000000001,174300.0,13.977272727272727,9,8,10,1018.3695502840144,VIP,Low,1081.4193,High Value
14688,38,332,58,2.1379310344827585,7380.19,127.24465517241379,188163.66,202500.0,20.17543859649123,18,11,11,1530.575324452659,VIP,High,2510.2778,High Value
14692,18,10,28,1.7142857142857142,5197.139999999999,185.61214285714283,67221.87999999999,84500.0,10.0,5,6,10,2.3821176725584343,High,Low,1165.9287,High Value
14696,26,245,35,2.742857142857143,3504.48,100.128,86595.34,142000.0,19.142857142857142,10,7,1,346.10772274936335,High,Mid,475.0991,Medium Value
14702,41,209,91,3.3846153846153846,7718.08,84.81406593406594,195479.28,294000.0,16.77777777777778,14,10,8,1656.392285754761,VIP,Mid,1602.2417,High Value
14708,8,78,13,5.153846153846154,1714.78,131.90615384615384,28694.71,31000.0,29.166666666666668,7,7,3,8.631954623626255,Med,Extreme,75.10794,Low Value
14709,17,156,37,2.7837837837837838,2665.54,72.04162162162162,96286.69,128500.0,24.054054054054053,10,7,11,828.6541292430106,Med,High,951.39026,High Value
14713,49,162,80,2.7375,7306.93,91.336625,173563.28,274500.0,24.102564102564102,10,9,9,1283.1318363459086,VIP,High,1131.0978,High Value
14723,41,137,90,3.3,6643.03,73.81144444444445,178919.97,293500.0,25.402298850574713,15,13,6,602.2729565521657,VIP,Extreme,727.0714,Medium Value
14729,42,1,71,4.957746478873239,8067.44,113.62591549295774,182189.16,336500.0,10.0,9,10,1,55.74469735992024,VIP,Low,473.19595,Medium Value
14733,72,228,134,4.604477611940299,10642.44,79.42119402985075,242230.77,295500.0,20.827067669172934,19,12,8,1595.8875787462175,VIP,High,1572.5809,High Value
14735,19,177,33,6.333333333333333,3274.77,99.23545454545454,54350.59,106500.0,30.0,9,10,9,1186.0518269269626,High,Extreme,939.27325,High Value
14739,11,121,18,1.6111111111111112,943.34,52.40777777777778,35894.3,38000.0,23.333333333333332,6,4,3,62.27019075476352,Low,High,-18.948425,Low Value
14741,8,117,19,1.736842105263158,1265.56,66.60842105263157,25276.57,52000.0,15.263157894736842,8,5,5,55.838347821794265,Low,Low,100.287506,Low Value
14744,9,250,14,9.714285714285714,1727.3,123.37857142857142,27714.58,42000.0,19.285714285714285,7,6,10,470.57617795904616,Med,Mid,575.58246,Medium Value
14748,19,172,35,6.0,1540.6399999999999,44.01828571428571,26259.56,135500.0,29.142857142857142,7,6,3,23.894184907839023,Low,Extreme,137.25716,Low Value
14766,5,90,8,1.25,759.78,94.9725,19105.84,22000.0,10.0,2,2,4,26.63815545851296,Low,Low,-7.592237,Low Value
14769,33,86,59,1.3559322033898304,5174.86,87.70949152542373,86781.58,125500.0,29.322033898305083,9,8,9,826.8170099833693,High,Extreme,845.54297,High Value
14770,9,1,17,8.176470588235293,1046.71,61.571176470588235,58486.159999999996,51000.0,30.0,8,10,9,363.99955294905135,Low,Extreme,242.36261,Low Value
14779,20,6,35,18.37142857142857,8521.199999999999,243.4628571428571,59546.86,105000.0,27.714285714285715,9,7,9,293.1910615752337,VIP,Extreme,723.178,Medium Value
14796,80,199,143,4.5174825174825175,14233.35,99.53391608391608,307690.28,405000.0,19.78723404255319,24,13,10,2934.40179906095,VIP,Mid,3166.303,High Value
14800,73,176,146,2.767123287671233,10639.37,72.87239726027398,249681.44999999998,438000.0,20.0,9,13,8,822.4908398848714,VIP,Mid,1539.288,High Value
14810,24,316,55,5.072727272727272,4559.73,82.90418181818181,115732.71,181000.0,22.962962962962962,11,9,2,792.9388389193068,High,High,778.6246,Medium Value
14813,25,1,30,1.4,2756.77,91.89233333333333,25828.61,90000.0,20.0,5,5,2,2.65088166344866,Med,Mid,24.423521,Low Value
14825,11,98,18,12.5,1964.0500000000002,109.1138888888889,32516.16,49000.0,30.0,7,7,3,104.62104030135457,Med,Extreme,42.050644,Low Value
14829,19,135,29,1.6206896551724137,4511.28,155.56137931034482,28723.510000000002,31000.0,13.793103448275861,7,4,1,20.721538192261907,High,Low,151.41957,Low Value
14849,31,302,52,4.211538461538462,4849.31,93.25596153846155,113656.36,192000.0,14.423076923076923,8,6,10,946.7319626510134,High,Low,916.0741,High Value
14850,12,262,22,1.3636363636363635,1411.99,64.18136363636364,42091.38,75500.0,30.0,5,5,12,768.8886116120472,Low,Extreme,505.89645,Medium Value
14867,8,154,16,2.375,742.32,46.395,31025.42,47500.0,20.625,7,7,8,173.26284200738897,Low,High,217.31003,Low Value
14896,19,1,32,2.0625,3304.69,103.2715625,85159.98,96000.0,10.0,6,7,4,27.58108854799507,High,Low,96.29698,Low Value
14898,9,216,12,4.333333333333333,1584.05,132.00416666666666,18455.329999999998,38000.0,24.166666666666668,5,3,9,226.974201740839,Med,High,468.0459,Medium Value
14901,25,126,40,2.5,4543.18,113.57950000000001,54437.72,92000.0,19.5,12,7,1,77.36527641823685,High,Mid,221.74857,Low Value
14907,20,65,48,5.4375,4867.66,101.40958333333333,66593.76,76000.0,25.652173913043477,10,8,3,128.7646438064118,High,Extreme,268.7364,Medium Value
14911,276,344,523,4.267686424474188,48980.38,93.65273422562142,846834.27,1532000.0,17.659574468085108,35,19,7,7921.3693600938295,VIP,Mid,7472.9663,High Value
14952,7,31,10,1.5,565.58,56.55800000000001,28835.53,30500.0,16.0,5,4,4,16.811622950135323,Low,Mid,-88.88922,Low Value
14961,18,69,41,1.7317073170731707,3264.21,79.61487804878048,27402.739999999998,42500.0,20.0,7,8,5,131.1651685236049,High,Mid,214.70663,Low Value
14978,29,65,74,1.6081081081081081,4383.61,59.23797297297297,124231.38,186000.0,15.068493150684931,12,10,8,1165.0770667707307,High,Low,575.36597,Medium Value
14985,32,1,50,1.26,4557.29,91.1458,111382.63,175000.0,30.0,5,7,6,102.95985875363561,High,Extreme,344.44638,Medium Value
15002,23,121,56,2.8035714285714284,3150.55,56.259821428571435,128922.60999999999,112000.0,20.74074074074074,13,10,3,353.43298140928334,High,High,305.22784,Medium Value
15005,70,251,146,5.561643835616438,10749.9,73.62945205479451,319781.4,480500.0,23.493150684931507,20,12,6,2312.7805497946774,VIP,High,1747.9464,High Value
15012,30,1,54,3.4074074074074074,5217.74,96.62481481481481,151030.62,270000.0,10.0,7,7,1,20.942140913659248,High,Low,278.8858,Medium Value
15021,19,11,57,9.43859649122807,3540.88,62.12070175438597,41650.88,114000.0,30.0,9,11,3,59.59653905239192,High,Extreme,-7.6362557,Low Value
15023,41,206,105,3.219047619047619,6550.66,62.3872380952381,255299.28,299500.0,26.53846153846154,16,12,9,1104.8580299248933,VIP,Extreme,998.4147,High Value
15024,19,5,48,13.666666666666666,4556.17,94.92020833333333,121240.26,96000.0,30.0,9,12,3,0.307782532165102,High,Extreme,112.09329,Low Value
15032,18,1,30,6.366666666666666,1769.6,58.986666666666665,35288.42,75000.0,10.0,4,6,4,0.36817653945884277,Med,Low,-149.19751,Low Value
15034,35,14,82,3.8292682926829267,5753.96,70.17024390243903,94264.65999999999,205000.0,10.0,8,9,7,505.28693747069445,High,Low,633.7208,Medium Value
15038,23,1,35,1.9714285714285715,2354.47,67.27057142857143,99883.2,105000.0,20.0,6,7,2,17.180136327574086,Med,Mid,-94.26448,Low Value
15039,148,275,315,5.285714285714286,26671.3,84.67079365079366,539460.51,784500.0,21.884984025559106,30,17,5,5993.474258476896,VIP,High,9627.501,High Value
15044,52,98,134,4.432835820895522,8567.31,63.93514925373134,249540.76,349000.0,19.70149253731343,20,11,5,741.1754138418187,VIP,Mid,809.36444,High Value
15046,21,141,49,2.326530612244898,3954.19,80.69775510204082,65010.51,136000.0,18.163265306122447,8,6,7,855.6806912492597,High,Mid,712.0813,Medium Value
15058,33,1,61,1.5737704918032787,5965.93,97.80213114754099,120409.41,202500.0,30.0,8,9,12,3640.637215112999,High,Extreme,2918.5286,High Value
15059,16,59,30,1.4666666666666666,2477.19,82.57300000000001,45347.96,90000.0,19.666666666666668,6,6,8,2.4902665690989187,Med,Mid,220.5617,Low Value
15061,80,274,170,4.6,15151.13,89.12429411764705,259286.26,370500.0,16.58682634730539,24,14,1,1137.1867766120743,VIP,Mid,2138.5173,High Value
15078,30,222,56,2.9464285714285716,4424.63,79.01125,100489.48999999999,130500.0,18.214285714285715,10,6,3,709.1607801397042,High,Mid,574.3343,Medium Value
15079,17,223,27,1.4444444444444444,4404.34,163.1237037037037,46759.09,69500.0,18.51851851851852,6,5,11,2281.005054488389,High,Mid,1283.0431,High Value
15090,15,1,23,1.391304347826087,2550.08,110.87304347826087,26823.06,92000.0,30.0,4,4,12,153.4219293455101,Med,Extreme,435.11545,Medium Value
15093,17,174,39,2.923076923076923,3158.55,80.98846153846155,54647.240000000005,65700.0,10.526315789473685,8,9,7,178.88488281759564,High,Low,601.4095,Medium Value
15100,6,241,6,2.5,1043.72,173.95333333333335,11614.45,18500.0,23.333333333333332,5,4,3,118.3756067745932,Low,High,283.05817,Medium Value
15101,4,55,5,1.4,224.55,44.910000000000004,7417.76,15500.0,28.0,4,3,6,1.7620020585175902,Low,Extreme,42.48962,Low Value
15107,12,319,20,4.0,1181.01,59.0505,29211.17,44000.0,21.05263157894737,8,6,8,97.40442837026404,Low,High,241.45662,Low Value
15157,24,10,56,2.2142857142857144,2870.33,51.255892857142854,127048.36,192000.0,30.0,7,9,6,4.079653862277018,Med,Extreme,183.34888,Low Value
15159,51,182,80,1.4125,7841.41,98.017625,196336.37,237000.0,21.375,12,9,5,1905.1992722702448,VIP,High,1804.6017,High Value
15167,14,1,41,1.2439024390243902,2514.39,61.32658536585365,84793.58,128000.0,10.0,6,7,10,122.42997174007321,Med,Low,382.8242,Medium Value
15171,3,28,7,1.2857142857142858,100.14,14.305714285714286,13498.36,17500.0,22.857142857142858,2,1,8,21.467709562305156,Low,High,19.85108,Low Value
15179,26,167,45,2.311111111111111,3625.54,80.56755555555556,56535.25,113000.0,10.222222222222221,9,9,10,1104.7796775834822,High,Low,878.8157,High Value
15181,2,38,2,1.0,59.17999999999999,29.589999999999996,2838.55,5000.0,15.0,2,1,4,1.9416610259523757,Low,Low,-103.503746,Low Value
15189,7,103,10,8.1,1420.53,142.053,23709.97,35000.0,17.0,6,6,8,379.70378630880816,Low,Mid,253.96332,Low Value
15194,55,261,114,17.719298245614034,23605.3,207.0640350877193,272352.26,292500.0,26.92982456140351,12,8,6,5403.271668882437,VIP,Extreme,3745.1838,High Value
15197,3,61,4,1.0,53.769999999999996,13.442499999999999,7824.17,13000.0,27.5,2,1,6,2.66944292151738,Low,Extreme,32.162914,Low Value
15213,9,52,25,1.12,577.08,23.0832,34232.13,76500.0,18.8,7,6,8,79.8344496460517,Low,Mid,40.579605,Low Value
15218,15,1,28,9.035714285714286,2503.56,89.41285714285713,69594.52,70000.0,10.0,5,6,10,996.5832414912588,Med,Low,411.2761,Medium Value
15221,5,47,11,1.0,304.49,27.680909090909093,24359.42,30500.0,15.454545454545455,2,1,2,5.77130525516065,Low,Mid,-70.86964,Low Value
15224,9,47,16,1.8125,308.27,19.266875,31569.079999999998,54000.0,27.5,7,7,6,12.354734706306042,Low,Extreme,-4.742653,Low Value
15235,34,337,88,6.329545454545454,6403.84,72.77090909090909,220399.44,270000.0,14.482758620689655,13,8,7,1382.3012492841501,VIP,Low,908.83014,High Value
15240,11,307,17,1.4705882352941178,2195.78,129.16352941176473,16869.08,51100.0,26.470588235294116,7,5,12,896.1285960631604,Med,Extreme,653.01917,Medium Value
