Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Revenue,CLV_Linear,CLV_DecisionTree,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost
2248,0.0,0.0,342.0,0.0,,5,5.83,-1.0045116740012974,0.7496644682170794,0.7254571,0.6375907496762765,0.5871800650443717
2251,3.0,651.0,709.0,5.933333333333334,2.4576865322396833,15,20.48,1.0938569137245255,2.4687876086541403,2.480158,2.379108800455908,2.5546040990519425
2252,0.0,0.0,246.0,0.0,,3,29.33,2.2212601793573885,1.0625347642413732,0.8599852,0.9372088060413025,0.8020330939003735
2254,1.0,525.0,687.0,3.74,0.8953974337429653,11,15.27,-1.4072405313698164,0.8953974337429653,0.87869334,0.9388459295709899,0.891262757083715
2255,0.0,0.0,574.0,0.0,,4,10.9,-3.9513309199499806,0.32077864027662517,0.2154521,0.16413473791797872,0.2814891964857802
2257,0.0,0.0,183.0,0.0,,5,20.01,2.4176583047294375,1.0625347642413732,1.1772939,1.393325117699811,1.1299399420200311
2258,1.0,60.0,126.0,10.94,5.268523524405133,7,25.72,6.252922173126969,5.268523524405133,5.239257,5.351769152988721,5.349228231788631
2259,1.0,182.0,647.0,9.77,1.1489646855366864,8,28.44,-0.59183646686385,1.1489646855366864,1.0767595,1.1271270656150203,1.2137633665937901
2260,2.0,282.0,408.0,4.635,2.2429550942089875,14,26.47,3.2650415255680727,2.2429550942089875,2.218803,2.183010582439896,2.2920525708798793
2263,0.0,0.0,274.0,0.0,,5,20.75,1.169186711552948,0.809695980654187,0.6505132,0.6499028202276301,0.5313521203339855
2269,3.0,660.0,666.0,9.94,4.093858874058039,16,39.85,3.8848851141794434,4.592275378678987,4.3043013,4.13456678427783,3.9888534342781004
2270,1.0,543.0,681.0,15.22,2.3589342842060814,8,34.33,1.8344105350429905,2.3589342842060814,2.370486,2.542529829360322,2.466489425393973
2271,0.0,0.0,141.0,0.0,,5,4.49,1.7767177502422848,1.0625347642413732,1.7529572,1.7723805478866512,1.860645282645737
2272,0.0,0.0,226.0,0.0,,4,12.06,1.1429925636048286,1.0625347642413732,0.88574547,1.0318058595900381,0.7663361709738563
2273,4.0,136.0,182.0,8.3925,10.59313920851655,20,58.19,10.444733947407807,10.59313920851655,10.562266,10.910662453435059,10.60993025627721
2278,1.0,153.0,441.0,7.12,1.4535833572431278,7,20.92,1.241838739192676,1.4535833572431278,1.4391491,1.4285421195795467,1.3777568092909593
2279,1.0,356.0,670.0,5.76,1.0286366026109328,9,22.740000000000002,-1.1083535898906751,1.0286366026109328,1.0018969,1.1193914633898885,0.9208543935116564
2280,2.0,67.0,561.0,5.57,0.7703388880380204,12,15.7,-0.707592473074846,0.51495766246094,0.8061122,1.1354974888863754,0.7257984853512109
2282,0.0,0.0,194.0,0.0,,3,12.96,1.6558738830717177,1.0625347642413732,1.1751142,1.1809878754006355,1.0449415269693052
2286,1.0,47.0,130.0,7.49,3.81213430766633,9,23.130000000000003,5.484479306930384,3.81213430766633,3.882383,3.948934707345497,3.798173443528179
2293,0.0,0.0,394.0,0.0,,4,18.79,-0.7317521719998883,0.6071638539809521,0.43374962,0.32874159399009123,0.41603581880033413
2294,0.0,0.0,73.0,0.0,,6,30.62,4.868523584782075,2.820447678323929,2.6477156,2.7951660768913746,2.9047273687097346
2295,3.0,602.0,700.0,8.68,3.4024764735346924,14,50.72,3.783529569272371,3.4024764735346924,3.3793824,3.511175066812472,3.5432788707031326
2296,1.0,64.0,637.0,10.92,0.8153343697307713,9,13.57,-2.0110369871865306,0.8153343697307713,0.803312,0.8790613775572135,0.7793569597662993
2298,4.0,446.0,685.0,11.0275,4.9485160181813805,25,48.67,4.360680463549482,4.9485160181813805,4.9887276,4.773033252558603,4.990241283665612
2300,1.0,34.0,148.0,23.4,8.16981921064369,9,45.64,9.188579640180837,8.16981921064369,8.190244,8.4899133373364,8.501592305432652
2302,0.0,0.0,354.0,0.0,,4,20.22,-0.04221827224432406,0.6878891425254019,0.5836704,0.4019944223797397,0.6020786446980706
2304,0.0,0.0,584.0,0.0,,3,25.99,-2.904161516605261,0.31599932901172306,0.22512002,0.03991156323320964,0.26898007337120866
2309,0.0,0.0,279.0,0.0,,5,3.76,-0.26509626390969343,0.809695980654187,0.7706068,0.6698274619234122,0.5524287555275418
2310,5.0,291.0,350.0,17.532,17.078517521531445,26,111.8,15.155975259581822,17.078517521531445,17.094744,17.343792460904766,17.917524401818174
2311,2.0,199.0,388.0,12.28,4.716764232849816,11,25.9,4.1282828321577805,4.716764232849816,4.6356854,4.767664807033474,4.379562820764901
2313,1.0,196.0,708.0,4.82,0.6516210242830117,9,15.620000000000001,-3.1022716770323004,0.6516210242830117,0.68382597,0.6496871678901301,0.5498423041450202
2314,0.0,0.0,637.0,0.0,,3,9.34,-5.001014886381525,0.2280781283679771,0.22107315,0.13113869850109888,0.2208815838293372
2316,1.0,28.0,174.0,5.79,2.417511384107856,6,21.15,4.310225667995583,2.417511384107856,2.4091487,2.3880013102396433,2.3939910677298233
2318,0.0,0.0,353.0,0.0,,5,34.3,1.1204055429001247,1.6942650673324204,0.9275042,0.6982968438083152,0.7108497259416584
2320,0.0,0.0,357.0,0.0,,1,1.56,-1.6392135846191778,0.6878891425254019,0.61555016,0.41313311155422927,0.6254569450870173
2323,0.0,0.0,22.0,0.0,,3,3.47,3.366780939344579,4.276645059846402,4.7285166,3.3136419006022977,4.020613143760862
2324,1.0,95.0,232.0,6.38,2.397942855148368,7,33.03,4.8430698235173155,2.397942855148368,2.3813252,2.5227047476257685,2.2901065963628655
2327,2.0,686.0,723.0,12.809999999999999,3.4668791484489767,12,36.66,2.5397098137839573,3.4668791484489767,3.4496922,3.361474993952322,3.44898554617311
2329,1.0,21.0,336.0,8.5,1.4418795585580608,8,12.809999999999999,1.6968322409303067,1.4418795585580608,1.4277442,1.3820452753308416,1.3469348787464916
2330,0.0,0.0,223.0,0.0,,4,4.2,0.5558152027315231,1.0625347642413732,0.96853846,1.0488935959011434,0.8782423180957322
2331,0.0,0.0,716.0,0.0,,3,11.99,-5.923865175065624,0.32077864027662517,0.204757,0.06845239642847582,0.19823209087979343
2334,0.0,0.0,151.0,0.0,,5,13.94,2.3907960087627296,1.0625347642413732,1.7244459,1.7626455207897136,1.6421108979763455
2335,4.0,502.0,595.0,12.4925,6.825266124377814,18,56.910000000000004,6.6459162733095205,6.480567583732711,6.6107283,6.548312629772526,6.533870520430225
2337,0.0,0.0,156.0,0.0,,6,15.91,2.4960916456106252,1.0625347642413732,1.692541,1.7424910007538426,1.6421108979763455
2338,0.0,0.0,360.0,0.0,,2,8.25,-1.1266788395297977,0.6878891425254019,0.6258667,0.41313311155422927,0.4855413697457758
2341,5.0,241.0,328.0,29.014,28.33259537683241,28,163.07,20.98970362224798,28.33259537683241,28.344988,28.329335890004646,28.344042910470737
2343,0.0,0.0,591.0,0.0,,5,12.31,-4.063400320434634,0.32077864027662517,0.10692784,0.11061194269922581,0.28228137414298793
2344,1.0,5.0,668.0,3.24,0.2280781283679771,7,9.25,-4.187154640511247,0.2280781283679771,0.21780895,0.2124718441282776,0.2942673589860494
2352,1.0,208.0,259.0,10.86,3.7405623124412024,8,41.18,6.279114869789562,3.7405623124412024,3.6509664,3.659760374201793,4.026339596640094
2354,1.0,3.0,205.0,1.87,1.0625347642413732,8,8.67,2.2392079570985723,1.0625347642413732,1.0599035,1.0372392623060729,0.9839996140382112
2355,0.0,0.0,481.0,0.0,,4,18.61,-1.9965121618607524,0.6071638539809521,0.25273478,0.3016736653689489,0.26026021610982575
2359,1.0,96.0,624.0,10.92,0.9893624452704413,5,17.939999999999998,-1.4013382301470818,0.9893624452704413,0.9991685,0.9881282568052415,0.9703482338434908
2361,0.0,0.0,709.0,0.0,,3,4.43,-6.429499343041823,0.2280781283679771,0.24155928,0.10184153886200893,0.23506340388867564
2362,0.0,0.0,158.0,0.0,,6,15.4,2.4264517112527813,1.0625347642413732,1.6847466,1.7424910007538426,1.574107238971636
2366,1.0,567.0,612.0,12.35,2.271987252135957,10,36.2,2.726069504266613,2.271987252135957,2.3560123,2.368337578752384,2.293362290417817
2368,2.0,186.0,429.0,16.88,5.430723217413778,16,52.0,6.308677719614984,5.430723217413778,5.45668,5.351646759982098,5.465081357337796
2371,8.0,438.0,557.0,11.64,12.021146852092109,35,112.94,14.45323858492824,12.021146852092109,12.016038,12.14386570022387,12.363374850857856
2373,3.0,177.0,343.0,15.906666666666666,8.979307891615946,16,56.769999999999996,8.464299605551766,6.725427571841241,8.735537,8.814483590819613,8.770913218890147
2374,1.0,16.0,349.0,6.3,1.0830292586046129,7,13.77,1.2377558328560996,1.0830292586046129,1.1085314,0.9769579960697099,1.252451163835719
2376,1.0,204.0,698.0,19.35,1.8631240401551135,8,38.17,0.8937330732678381,2.0110719339887613,2.1063943,2.056210753667015,1.924129745297778
2377,0.0,0.0,528.0,0.0,,5,16.12,-2.8524687244912963,0.5819915427067095,0.31129313,0.17945782404806823,0.2702154232855296
2378,4.0,562.0,601.0,13.97,7.65983315316425,24,75.5,8.65116766233086,7.65983315316425,7.6846004,7.684258733151625,7.957747405244408
2379,0.0,0.0,107.0,0.0,,4,2.85,2.1146600301133107,2.32659064545856,2.5501187,2.2575289066745703,2.17239982463805
2381,3.0,569.0,595.0,15.56,6.719212029439911,18,62.41,7.112131863394708,6.719212029439911,6.7438817,6.728631006119723,6.852042314644014
2384,1.0,60.0,231.0,30.1,7.4544368329987005,7,37.61,8.368818913172117,7.4544368329987005,7.466413,7.718488008971267,7.291600188694902
2385,3.0,335.0,553.0,15.899999999999999,6.456442839476383,14,78.56,7.8907815383194775,6.456442839476383,6.5214057,6.49684403170979,6.812057856450438
2388,0.0,0.0,249.0,0.0,,3,6.91,0.38028956274930703,1.0625347642413732,1.0042436,0.9387779986706868,0.6045648474116625
2389,2.0,149.0,683.0,13.100000000000001,1.7728556206086759,15,48.64,1.670180848793354,1.7728556206086759,1.749823,1.7193721063198306,1.680915813835794
2390,2.0,302.0,722.0,12.435,2.520144817390243,15,35.91,0.7093095502270179,2.520144817390243,2.5192063,2.4264088026241675,2.4364487588251236
2391,1.0,78.0,207.0,19.43,5.9330371710858785,5,26.66,6.3934954568971145,6.800874166342551,5.901886,5.841586699272288,6.041023783566742
2393,0.0,0.0,159.0,0.0,,5,3.28,1.4209999580589114,1.0625347642413732,1.7486161,1.764612140033963,1.574107238971636
2394,0.0,0.0,144.0,0.0,,5,5.38,1.8049720132607265,1.0625347642413732,1.7270895,1.7723805478866512,1.6438978537672284
2396,0.0,0.0,698.0,0.0,,2,6.96,-6.087711389064546,0.2280781283679771,0.1907224,0.10184153886200893,0.2547219658040696
2397,2.0,244.0,477.0,19.725,6.085296902425954,10,49.45,5.966303221441997,6.085296902425954,6.2403874,5.908067729550892,6.043368940745683
2398,5.0,569.0,711.0,8.746,5.040291102256399,23,47.78,4.84733013941376,5.040291102256399,5.0290003,5.021748251175649,4.986527885381004
2400,0.0,0.0,22.0,0.0,,5,2.39,3.318534890459243,4.276645059846402,4.7056756,3.3061713940759683,4.020613143760862
2402,0.0,0.0,133.0,0.0,,5,10.86,2.4024994408603977,1.0625347642413732,1.7374477,2.1091194056265454,1.8593429445554133
2404,1.0,20.0,446.0,11.59,1.181434458859925,10,16.83,0.90285607135813,1.181434458859925,1.1970956,1.0821651871614446,1.064732857700819
2405,2.0,199.0,632.0,24.93,4.545851781004125,14,60.36,5.206274683456125,4.545851781004125,4.498247,4.445397447588322,4.487573260429571
2408,0.0,0.0,223.0,0.0,,3,4.34,0.5478622961638688,1.0625347642413732,0.9742742,1.0488935959011434,0.8782423180957322
2412,1.0,24.0,159.0,21.66,6.9658336033253345,9,26.82,7.232102486590621,6.9658336033253345,6.954056,7.000386881318747,6.981878473869291
2414,0.0,0.0,198.0,0.0,,3,4.18,0.89432095275578,1.0625347642413732,1.1819867,1.1980756117117408,1.0449415269693052
2420,0.0,0.0,162.0,0.0,,6,30.74,3.599077420859269,1.0625347642413732,1.3276055,1.6866843817704622,1.582484002313321
2421,0.0,0.0,252.0,0.0,,4,12.42,0.7982003113582374,0.809695980654187,0.79791063,0.9216902623595814,0.572118818307267
2422,5.0,551.0,669.0,13.894,8.259839462601864,26,90.64,9.579288310147751,8.259839462601864,8.256819,8.277459687902804,8.374771166508317
2423,1.0,50.0,147.0,16.7,6.457836174832095,7,24.89,6.6410595457382335,6.457836174832095,6.4236064,6.859459579816933,6.59184334323732
2426,3.0,573.0,661.0,13.75,5.411678554056193,15,63.489999999999995,5.958954078378377,5.049844925530363,5.223945,5.719445525463836,5.691571698186413
2428,0.0,0.0,530.0,0.0,,6,15.05,-2.9478354798423236,0.5819915427067095,0.19817132,0.1744244210790532,0.2702154232855296
2429,1.0,244.0,299.0,18.56,5.237305282742474,11,28.169999999999998,5.959923543271236,5.237305282742474,5.2357197,5.250147134565815,5.198185402362973
2431,1.0,57.0,570.0,6.16,0.6361811447524097,8,17.73,-1.4300407918875289,0.51495766246094,0.81733304,0.6444907708682566,0.7307967428577156
2432,0.0,0.0,243.0,0.0,,3,28.24,2.176967950833786,1.0625347642413732,0.9117708,0.9794756537903356,0.8350510984319559
2433,0.0,0.0,258.0,0.0,,2,8.19,0.33440900912249694,0.809695980654187,0.8287111,0.7892462129355844,0.5172404453941244
2434,3.0,272.0,326.0,8.946666666666667,6.248735332172157,16,50.19,7.653352814321546,6.248735332172157,6.3982882,6.43130576138542,6.527978187982407
2435,0.0,0.0,102.0,0.0,,7,11.76,2.9585476464312457,2.32659064545856,2.4470305,2.2327028696376496,2.1734409667329952
2437,0.0,0.0,322.0,0.0,,5,14.12,-0.05230678061553817,0.7496644682170794,0.6136864,0.6429372208598965,0.5451022219720301
2438,2.0,308.0,399.0,16.89,6.815835360326952,14,39.56,6.2739588949312814,6.815835360326952,6.8761215,6.820647106586956,6.761715796535582
2439,4.0,261.0,334.0,10.88,9.163281273698031,19,52.22,8.691816680513604,9.163281273698031,9.129614,9.243338565596241,8.851601242859497
2441,2.0,599.0,695.0,14.420000000000002,3.9064988355872776,13,45.93,3.5236127200435003,3.9064988355872776,3.9189339,3.978104400112169,4.0533349839759465
2443,3.0,535.0,678.0,9.82,3.823628681958491,15,37.5,2.9054254337218217,3.823628681958491,3.841062,3.845546933476312,3.8372944837238143
2444,3.0,455.0,532.0,10.853333333333333,5.180728193175145,18,36.83,4.778668820745098,5.180728193175145,5.1387486,4.774299936103043,5.0999315768297375
2445,0.0,0.0,330.0,0.0,,4,18.03,0.1270834733103614,0.6878891425254019,0.6154929,0.6331499426467698,0.5562036811827662
2446,7.0,281.0,343.0,13.592857142857143,18.24769527249785,29,115.6,16.452641152728606,18.24769527249785,18.232416,18.45799428869688,18.46582887807645
2447,0.0,0.0,206.0,0.0,,3,10.56,1.2909595630916852,1.0625347642413732,1.0577427,1.0641091294534575,0.9715037064813092
2448,10.0,641.0,703.0,16.250999999999998,17.71748928517045,46,169.16,20.093002669491458,17.71748928517045,17.734814,17.238437475674452,17.41934678357213
2449,2.0,110.0,315.0,18.48,7.136142848086387,13,44.98,7.195403044278409,7.136142848086387,7.0780253,7.133127460163667,6.545283603183607
2450,1.0,209.0,326.0,9.6,2.764314512721585,7,13.19,2.8815085250064874,2.764314512721585,2.7710776,2.751692312789454,2.7966732217541823
2451,0.0,0.0,68.0,0.0,,4,11.8,3.3928498717030915,2.820447678323929,2.890605,2.2926118638342063,2.8405736797263055
2452,0.0,0.0,74.0,0.0,,3,4.05,2.665969858997783,2.820447678323929,2.889003,2.309699600145311,2.8405736797263055
2457,0.0,0.0,223.0,0.0,,6,3.42,0.531626102103929,1.0625347642413732,0.91174877,1.0363896864057989,0.8782423180957322
2458,0.0,0.0,289.0,0.0,,2,8.44,-0.09106192995114082,0.809695980654187,0.76301956,0.6981321441322006,0.5770267526313502
2459,1.0,385.0,457.0,16.7,3.554331909624829,9,35.2,4.612477397670946,3.554331909624829,3.5370045,3.798661953162254,3.566265623747094
2460,2.0,63.0,490.0,14.645,2.2312900148613175,13,60.39,5.162321958292459,2.2312900148613175,2.238106,2.249086704070311,2.0009288736441126
2462,1.0,30.0,306.0,19.56,3.2944912360958125,9,24.779999999999998,4.691062417075056,3.2944912360958125,3.2458546,3.533622166813951,3.1617195196785803
2463,0.0,0.0,81.0,0.0,,5,14.17,3.4152489502825762,2.820447678323929,2.758419,2.3872732634203473,2.4826809107669083
2464,1.0,12.0,289.0,15.94,2.7030583246051227,9,25.52,4.40608686244572,2.7030583246051227,2.7260818,2.814124776030887,2.8740384356397444
2467,1.0,255.0,262.0,18.94,6.026690673907571,12,32.400000000000006,6.954309325090496,5.237305282742474,6.737371,5.52198422001589,6.537280151159558
2468,4.0,584.0,619.0,13.28,7.1417924571351,21,60.959999999999994,7.175320560212699,7.1417924571351,7.089045,6.808491413248474,7.069371826133777
2471,2.0,473.0,586.0,12.18,3.8159440970243343,10,33.92,3.1698692766881553,3.8159440970243343,3.8341086,3.7496547816847605,3.8114445543371516
2472,1.0,4.0,465.0,26.07,1.913732050446086,6,34.93,3.948863299979385,1.8776457315747148,1.7776389,1.9742284249448414,2.030840396186184
2475,5.0,258.0,308.0,17.676,18.85021050650653,24,92.37,14.029393248549692,18.85021050650653,18.89795,18.97250243801984,18.170645722021035
2476,0.0,0.0,43.0,0.0,,4,8.37,3.4770877922856185,4.276645059846402,4.729609,3.3136419006022977,3.1038646035965094
2478,0.0,0.0,160.0,0.0,,4,9.02,1.8477385244759255,1.0625347642413732,1.3802513,1.6950412454958932,1.574107238971636
2479,1.0,73.0,165.0,7.57,3.42492754128168,11,30.35,5.731148417601989,3.42492754128168,3.4270785,3.314273408401592,3.5404871740491637
2480,4.0,224.0,332.0,6.375,5.477660126026296,21,35.09,6.584678191919186,5.477660126026296,5.4946465,5.401512288202051,5.619235957775662
2481,4.0,241.0,344.0,11.7925,9.421039478636745,21,63.51,9.525808833615773,9.421039478636745,9.43157,9.548459162344248,9.39932964439707
2482,1.0,98.0,278.0,10.58,2.8757287573015624,7,26.82,4.283583114223705,2.8757287573015624,2.9354239,3.043426947702759,3.0661689628824935
2483,0.0,0.0,572.0,0.0,,5,40.32,-1.5442235893998353,0.815340757509851,0.34315398,-0.027736825130238816,0.36418129072426453
2489,0.0,0.0,229.0,0.0,,5,10.71,1.010801095386734,1.0625347642413732,0.85870254,1.0387067695587555,0.810572066407202
2491,0.0,0.0,303.0,0.0,,3,20.73,0.7124486765244913,0.809695980654187,0.52222985,0.6782075024364185,0.5071630851136186
2492,1.0,34.0,321.0,7.8,1.5503196976537823,6,14.66,1.9853927630448243,1.5503196976537823,1.5248045,1.612481174357063,1.5158219686855867
2493,3.0,271.0,410.0,22.209999999999997,11.600185342869601,16,76.78999999999999,10.423819068548166,11.600185342869601,11.587369,11.398604939920158,10.974339018452822
2494,0.0,0.0,295.0,0.0,,5,8.37,-0.12536613757319648,0.809695980654187,0.6983374,0.6906616376058712,0.6014139741361726
2496,1.0,10.0,233.0,12.31,2.820457118473746,7,15.27,3.835141159524328,3.738127778160476,3.0939221,3.0635076731460007,2.6694339119986585
2500,5.0,198.0,291.0,16.072,17.036392329129328,26,100.95,14.496784776827912,17.036392329129328,17.022215,17.376416148335164,17.34232919745757
2501,0.0,0.0,225.0,0.0,,2,3.92,0.46625996386208035,1.0625347642413732,0.89762515,1.0488935959011434,0.7663361709738563
2502,1.0,13.0,44.0,19.26,12.30876711739287,10,26.330000000000002,8.478816976318527,12.30876711739287,12.327211,12.36556126078624,11.959754223780873
2506,0.0,0.0,337.0,0.0,,4,17.94,0.019265460714147586,0.6878891425254019,0.76849294,0.6251445656321366,0.5911466022619454
2507,3.0,374.0,453.0,6.05,3.500838413457916,13,27.0,3.9825830185975644,3.500838413457916,3.4975104,3.3479168949285603,3.4455894132702833
2510,8.0,329.0,357.0,19.85125,29.636972468621828,36,171.99,22.71875790332509,32.29465429747944,27.866825,29.909549943947212,27.92020374919973
2511,3.0,378.0,477.0,22.516666666666666,10.94406963830811,18,99.22,11.8394425989475,10.94406963830811,10.935042,10.985010761034573,11.315365253466553
2512,1.0,73.0,302.0,6.4,1.7188222525291306,5,19.14,2.5851081156765474,1.7188222525291306,1.7141452,1.835568162519777,1.8409358977401782
2513,1.0,465.0,678.0,3.2,0.8093279417963563,9,14.219999999999999,-1.7554153398476027,0.8093279417963563,0.8152782,0.7459019155698686,0.789630402918311
2516,1.0,42.0,94.0,14.25,7.430485637433099,11,25.02,7.111005403867411,7.430485637433099,7.426056,7.57032852886557,7.181704029758265
2518,1.0,342.0,360.0,2.94,1.391933923455369,5,9.13,1.7202838746348532,1.391933923455369,1.4253719,1.2475909858969902,1.5088070036434749
2519,0.0,0.0,99.0,0.0,,5,23.04,3.8678446195593215,2.32659064545856,2.4831996,2.2562012088592143,2.275218817795384
2523,2.0,209.0,695.0,17.975,2.937483564420916,11,42.43,1.8824092826996273,2.937483564420916,2.8868873,2.8764863063352863,3.2242685580589914
2524,0.0,0.0,416.0,0.0,,4,28.56,-0.264471902589285,1.0037235782329168,0.40317953,0.2251513217685089,0.4201744222059034
2525,1.0,23.0,693.0,8.34,0.435394227135816,8,23.65,-2.5775436495848476,0.435394227135816,0.42626238,0.42622852473380574,0.5197389351909196
2526,1.0,81.0,317.0,11.94,2.5989510305590393,7,26.66,3.8206452946529534,2.5989510305590393,2.6158133,2.7162230788891,2.516412833230532
2527,0.0,0.0,334.0,0.0,,5,39.1,1.7783763770609817,1.4953664546059355,1.2236826,1.0614763276555574,0.9570445300455868
2528,4.0,223.0,283.0,19.845,18.137168233775903,21,100.38,14.397921769030532,17.036392329129328,18.153772,19.578086753751688,17.998840412991363
2530,1.0,219.0,239.0,16.93,5.7476269722830455,10,39.05,7.33170551125861,5.7476269722830455,5.77418,5.802955041801646,6.293365127481025
2531,1.0,30.0,272.0,3.78,1.204381687142798,5,11.72,1.8555137634927652,1.204381687142798,1.2209977,1.247970321514999,1.0945232262882767
2532,1.0,4.0,256.0,26.5,4.62147737896365,7,35.1,7.045285670215276,4.62147737896365,4.630705,4.267906842975954,4.5127920771754
2533,3.0,474.0,726.0,23.77333333333333,7.708350897626105,18,85.84,7.810669895265965,7.045877147664214,7.8147583,7.718919019217577,7.479502116539661
2535,1.0,387.0,527.0,21.9,3.8500851475343674,10,34.25,4.283818729745434,3.8500851475343674,3.9084318,3.730354856887826,3.9124116887927505
2542,0.0,0.0,87.0,0.0,,5,3.66,2.486224496027312,2.820447678323929,2.6031282,2.404360999731452,2.210230292647636
2544,1.0,113.0,410.0,5.37,1.2009187129107302,5,11.370000000000001,0.45273906125946084,1.2009187129107302,1.19199,1.1704863992688823,1.280426571498042
2547,6.0,545.0,678.0,14.496666666666668,9.905831713612343,32,94.63,10.655863777423097,9.905831713612343,9.849886,9.691398812907181,9.667703467608295
2548,0.0,0.0,241.0,0.0,,4,7.29,0.5449136689091132,1.0625347642413732,1.0013243,0.9482385007857772,0.801206643763007
2549,1.0,158.0,168.0,16.13,6.800874166342551,7,26.97,6.9299816050348015,6.800874166342551,6.7716336,6.956942805066023,6.788589177594855
2550,1.0,6.0,191.0,7.95,2.4733777281560525,8,30.63,5.063088287377134,2.72242916970158,2.6019273,2.600940151571114,2.2361352971412947
2551,7.0,223.0,281.0,13.692857142857141,20.945823191628733,28,102.28,15.999966045902429,20.945823191628733,20.93459,20.841871393752786,20.667118721185712
2553,15.0,623.0,659.0,14.271333333333333,24.30765292552794,64,221.09,28.449032235047817,24.30765292552794,24.298172,23.660563097529455,24.995699735503223
2554,1.0,22.0,413.0,3.74,0.6489445261916096,6,26.5,0.9906424144514787,0.6489445261916096,0.65588737,0.5934338834720576,0.594222829819409
2555,0.0,0.0,532.0,0.0,,6,15.12,-2.9709653142352,0.6616955829386749,0.19817132,0.1744244210790532,0.274553626115039
2556,3.0,266.0,593.0,16.36,5.285915657221593,16,65.77000000000001,6.071167910199156,6.393344937640716,5.034824,4.779160434922717,5.357218706692552
2557,0.0,0.0,302.0,0.0,,2,10.92,-0.07902145276508454,0.809695980654187,0.70597714,0.6981321441322006,0.5151173004423111
2559,0.0,0.0,30.0,0.0,,5,14.8,4.198718160775755,4.276645059846402,4.72839,3.2890836577648637,4.020613143760862
2563,0.0,0.0,30.0,0.0,,4,9.36,3.7433060166141066,4.276645059846402,4.7126017,3.3136419006022977,4.020613143760862
2564,0.0,0.0,108.0,0.0,,5,5.21,2.308715944335637,2.32659064545856,2.533013,2.250058400148241,2.16486338100599
2566,0.0,0.0,195.0,0.0,,4,4.56,0.9870872531163775,1.0625347642413732,1.1762509,1.1980756117117408,1.0449415269693052
2568,3.0,162.0,381.0,17.94666666666667,8.456970941050214,15,59.510000000000005,8.333238173461382,8.456970941050214,8.510291,8.228927764391697,8.091454850550088
2570,10.0,604.0,666.0,13.11,15.002497362920673,47,139.64,17.666318102931225,15.002497362920673,15.005442,15.122514538622335,14.850705185098025
2571,0.0,0.0,73.0,0.0,,3,3.24,2.615387659861722,2.820447678323929,2.889003,2.309699600145311,2.8405736797263055
2572,0.0,0.0,326.0,0.0,,5,28.08,1.009656967005339,1.4953664546059355,0.67750645,0.8970346352585371,0.6230474082397324
2575,0.0,0.0,93.0,0.0,,4,12.22,3.0672405702678898,2.32659064545856,2.6275716,2.3947437699466767,2.210230292647636
2577,0.0,0.0,64.0,0.0,,3,3.5,2.765581065457006,2.820447678323929,2.889003,3.0906893590527775,2.8405736797263055
2581,0.0,0.0,249.0,0.0,,3,10.35,0.656142569438078,1.0625347642413732,0.9963541,0.9387779986706868,0.6045648474116625
2582,0.0,0.0,282.0,0.0,,7,5.76,-0.10947232749507307,0.809695980654187,0.7338481,0.6647940589543972,0.5463845331279842
2584,0.0,0.0,66.0,0.0,,3,12.18,3.4328856460613135,2.820447678323929,2.8956118,2.2926118638342063,2.8405736797263055
2586,0.0,0.0,166.0,0.0,,5,4.2,1.394173671263761,1.0625347642413732,1.3563179,1.5660489995100946,1.4169217139768397
2587,9.0,445.0,564.0,11.076666666666666,12.579765643842672,40,105.66999999999999,14.534461355394843,12.021146852092109,12.493917,12.536188086867883,12.245248664266871
2588,4.0,416.0,640.0,15.6575,7.282107648837263,22,79.64999999999999,7.939863396174432,7.282107648837263,7.2407985,7.40634244967266,7.310330579923751
2589,0.0,0.0,320.0,0.0,,4,6.86,-0.6249212885544693,0.6878891425254019,0.6267494,0.6884378291193788,0.5072296358166613
2591,0.0,0.0,297.0,0.0,,2,4.76,-0.5011329845248378,0.809695980654187,0.7143508,0.6981321441322006,0.596272633537124
2592,0.0,0.0,34.0,0.0,,5,7.38,3.5462233958949128,4.276645059846402,4.7165937,3.3061713940759683,4.020613143760862
2594,2.0,328.0,434.0,9.3,3.7771833178453758,16,30.68,4.13218685680148,3.7771833178453758,3.8117619,3.8493575654085057,3.818763957508686
2596,0.0,0.0,30.0,0.0,,5,2.08,3.1787035546475106,4.276645059846402,4.7056756,3.3061713940759683,4.020613143760862
2599,0.0,0.0,448.0,0.0,,2,5.93,-2.5774166214557264,0.562158674561362,0.35293156,0.34396453518248676,0.4324471540163728
2600,1.0,232.0,344.0,15.12,3.8258453789912688,9,19.14,4.0151616888415,3.8258453789912688,3.8302164,3.6309891439633764,4.046732902972734
2601,0.0,0.0,105.0,0.0,,2,13.35,2.9470373766114166,2.32659064545856,2.5489817,2.2404411703634657,2.17239982463805
2605,0.0,0.0,197.0,0.0,,5,23.74,2.515564505162909,1.0625347642413732,1.3635617,1.2037806748449027,1.071297573838251
2612,0.0,0.0,547.0,0.0,,6,4.56,-4.033343310305329,0.2280781283679771,0.19359535,0.1886796281615437,0.25569655306096006
